#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery2NI
#Serial Number: SN:210321AD1051
#Date Time: 2022-12-04 15:42:32.208
#Trace: Trace 1
#Start: 0 Hz
#Stop: 10000 Hz
#BINs: 4097
#Rate: 20000 Hz
#Samples: 8192
#Channel: C1
#Type: Sample
#Window: Flat Top
#Trace: Trace 2
#Start: 0 Hz
#Stop: 10000 Hz
#BINs: 4097
#Rate: 20000 Hz
#Samples: 8192
#Channel: C2
#Type: Sample
#Window: Flat Top
#Channel: C1
#Range: 5.54762 V
#Offset: -0.000259098 V
#Attenuation: 1 X
#Channel: C2
#Range: 5.50311 V
#Offset: 0.000252388 V
#Attenuation: 1 X

Frequency (Hz),Trace 1 (dBV),Trace 2 (dBV)
2285.15625,-70.05915581576274,-79.45874452541051
2287.59765625,-76.5331721508702,-81.04155442479899
2290.0390625,-77.74875143542019,-78.98554880388734
2292.48046875,-71.6942581371414,-76.51897190770656
2294.921875,-66.02353650567331,-76.54914217671875
2297.36328125,-58.23936356345689,-79.46097675185401
2299.8046875,-54.95522090357657,-83.46714641441301
2302.24609375,-53.66068570209355,-79.86806991908418
2304.6875,-55.05289754228006,-75.06677577315294
2307.12890625,-59.33299673854243,-72.53664669126786
2309.5703125,-63.82408103268617,-71.99880553203892
2312.01171875,-63.92808340364919,-73.12742941310825
2314.453125,-65.17326005693515,-75.07279771608806
2316.89453125,-76.49562143000377,-78.33889369716535
2319.3359375,-65.28586773994181,-85.21438700666501
2321.77734375,-59.15363110584495,-84.35725981037125
2324.21875,-56.54277733088506,-77.62245928432557
2326.66015625,-55.44175155170738,-76.09053622976364
2329.1015625,-55.71988668249947,-76.43092585148543
2331.54296875,-59.03341276510698,-79.69953677968914
2333.984375,-75.52996902729559,-84.75235083960266
2336.42578125,-59.40462476704869,-86.0232707467175
2338.8671875,-54.66467473672286,-88.88748461906893
2341.30859375,-53.52789612739496,-99.72795101719699
2343.75,-53.52541808219303,-96.0222990790827
2346.19140625,-57.08080741769669,-92.09192263581846
2348.6328125,-66.67277063886301,-82.41299338864957
2351.07421875,-66.37974644479024,-77.96173144389667
2353.515625,-62.99436850594549,-76.16513704323025
2355.95703125,-56.27066685584276,-77.58945019888475
2358.3984375,-54.82780814506324,-82.81478644862206
2360.83984375,-54.5152517849593,-86.69218876726171
2363.28125,-54.17500869698998,-79.70990249960897
2365.72265625,-58.48380997056283,-77.43629019845127
2368.1640625,-61.71224832113174,-78.80935733745709
2370.60546875,-58.20622958565327,-82.18048207309354
2373.046875,-54.96681655298129,-82.82706620195052
2375.48828125,-55.02716233495781,-81.56792635356672
2377.9296875,-58.22032178697617,-83.45813155009631
2380.37109375,-56.6336676005167,-84.67166795314363
2382.8125,-54.4114621857151,-86.48965357401912
2385.25390625,-54.17013072476855,-90.8432614433942
2387.6953125,-58.24362681330888,-93.08167110910021
2390.13671875,-65.42988570362124,-87.7495427596422
2392.578125,-57.57804170668798,-85.14099853117273
2395.01953125,-53.12334143833296,-86.01387760552785
2397.4609375,-51.54600456298083,-84.0640088725014
2399.90234375,-52.53587158037827,-82.9032179337854
2402.34375,-53.25707978479616,-82.81765275555209
2404.78515625,-54.5357168690856,-84.36688806045115
2407.2265625,-58.28652577360139,-91.49369494645457
2409.66796875,-62.15284849297883,-89.63823584806644
2412.109375,-59.28367675735886,-83.1431818615816
2414.55078125,-53.43557256971365,-80.23907992272896
2416.9921875,-50.26981763453237,-80.03154487164656
2419.43359375,-49.68773210276414,-78.48939430806143
2421.875,-49.84816390444534,-77.35180796701668
2424.31640625,-52.18689697541417,-79.12278027886926
2426.7578125,-57.99567913596292,-79.52096816684269
2429.19921875,-62.83503478070465,-79.86705781992869
2431.640625,-62.09567137482239,-80.28541214935146
2434.08203125,-58.14914121785027,-81.90789159063092
2436.5234375,-57.80998323163956,-87.03219736810422
2438.96484375,-56.65894051969698,-78.5177834098959
2441.40625,-55.09636069294981,-74.1353368064854
2443.84765625,-54.7633267414643,-72.83813270971515
2446.2890625,-55.05146667423696,-73.05964573737357
2448.73046875,-55.42326113983295,-74.84138285333012
2451.171875,-56.25280032887482,-77.48359943364589
2453.61328125,-56.19033021610107,-80.68355360778952
2456.0546875,-53.72505286042657,-86.32912318778548
2458.49609375,-54.26815035942647,-100.6912255853339
2460.9375,-56.2417029430615,-87.08008471419383
2463.37890625,-59.39475667889531,-86.40161938956724
2465.8203125,-65.53894777342211,-89.90384097300925
2468.26171875,-59.07303408433344,-94.6651162255915
2470.703125,-58.66055381716814,-83.43822335319101
2473.14453125,-55.06573526976293,-81.41971760129891
2475.5859375,-51.19739435419272,-86.45187887159096
2478.02734375,-50.25619078206009,-102.2904072457321
2480.46875,-50.19106777787957,-93.35140709224312
2482.91015625,-50.25437155435299,-89.50184897902724
2485.3515625,-53.25872707041155,-85.88638906707827
2487.79296875,-57.41297921745907,-79.37325868121127
2490.234375,-58.66445181927584,-78.41395595276592
2492.67578125,-63.90571286956935,-84.78281179698605
2495.1171875,-65.65859686090694,-89.22686417257995
2497.55859375,-62.31681247952294,-80.0931478622759
2500,-62.14738894245596,-77.75608755418367
2502.44140625,-64.46243273394133,-78.71843115820312
2504.8828125,-70.09538192656601,-81.89233525174829
2507.32421875,-67.12648292895422,-83.23887793829725
2509.765625,-62.02767272114042,-82.11827343621189
2512.20703125,-60.68243028493413,-84.48941557024746
2514.6484375,-59.26560257681948,-92.19633436780464
2517.08984375,-56.6681459830426,-84.84092402301108
2519.53125,-55.61340419808148,-82.93111769441013
2521.97265625,-54.64338612458349,-82.82092609844008
2524.4140625,-55.97617152983341,-80.96785270655856
2526.85546875,-62.91132894990759,-79.83599586304766
2529.296875,-75.69971759169931,-81.95610796370069
2531.73828125,-70.69321599711115,-84.19765319414525
2534.1796875,-62.45936738637636,-82.77449679396466
2536.62109375,-56.80004987581772,-82.06913590610847
2539.0625,-56.76005277853836,-80.36277532367558
2541.50390625,-59.86291676147312,-78.13891398652859
2543.9453125,-64.54336299718217,-78.52434871814492
2546.38671875,-67.3322324465509,-85.26802352232883
2548.828125,-64.57759573690369,-92.24758384271475
2551.26953125,-71.86675526262293,-82.08307086375729
2553.7109375,-69.09078055460272,-81.76915030114478
2556.15234375,-67.83161725133836,-82.02226277645914
2558.59375,-69.75219480176267,-80.52704838269852
2561.03515625,-68.1471508615992,-80.34445083948059
2563.4765625,-66.86456706692077,-80.84911978261182
2565.91796875,-61.87045529585031,-80.70989368371266
2568.359375,-59.07939415827159,-81.11697492421564
2570.80078125,-58.81203842496818,-80.42569456477199
2573.2421875,-64.08582571498582,-78.44582559304132
2575.68359375,-64.29719610222206,-78.29633220771535
2578.125,-56.69841696389636,-77.99978001619913
2580.56640625,-54.94186676084289,-77.46987559649922
2583.0078125,-55.28432415694348,-77.08801698466796
2585.44921875,-60.26750248115288,-75.43029501282057
2587.890625,-72.61154948386321,-74.35373358398967
2590.33203125,-68.19859450284081,-76.99348568342722
2592.7734375,-64.87393663519958,-81.18306962057126
2595.21484375,-61.86548298145127,-78.14909458859077
2597.65625,-57.27965919896292,-74.89624572895134
2600.09765625,-55.75503732593658,-74.27273869872805
2602.5390625,-56.11678046283757,-76.47337880564272
2604.98046875,-60.32571977938589,-81.22444547703033
2607.421875,-61.54679868570291,-82.90822470263159
2609.86328125,-59.20296005504117,-76.14193671921041
2612.3046875,-59.43476787226167,-73.57982263836912
2614.74609375,-60.03145286723847,-72.55293088425533
2617.1875,-58.97528668953952,-72.40683018965206
2619.62890625,-60.11382932341036,-73.68209352097227
2622.0703125,-64.28694380255382,-75.67168951672747
2624.51171875,-66.90971037125425,-78.44357414606014
2626.953125,-73.50378603372451,-86.47349879033719
2629.39453125,-70.96561687098071,-93.13885019831491
2631.8359375,-65.35348849812956,-86.6994024813157
2634.27734375,-73.38711748146315,-84.01207183220136
2636.71875,-69.63530770158137,-82.19535704461633
2639.16015625,-62.925493481126,-81.93831098750273
2641.6015625,-61.84850075233954,-82.90254883536403
2644.04296875,-66.41740687058106,-86.43397922668356
2646.484375,-80.2521416879773,-84.45825916059758
2648.92578125,-68.16176824177883,-81.51128353651514
2651.3671875,-67.53587192171638,-81.30968857273898
2653.80859375,-74.38836352939626,-81.06155047547603
2656.25,-69.80543359754384,-77.25632634629059
2658.69140625,-68.73611201323884,-75.82926554167335
2661.1328125,-66.07384609398648,-77.65741530232394
2663.57421875,-63.85611146600881,-85.00021661624166
2666.015625,-62.80634834988551,-96.82570486943546
2668.45703125,-61.71161056790493,-87.95847869372822
2670.8984375,-62.24086522493695,-85.31642008312275
2673.33984375,-67.14123692481584,-84.23901664756917
2675.78125,-67.70338604812733,-85.65102299308296
2678.22265625,-63.1110876403234,-83.76358730161598
2680.6640625,-60.53199583406499,-81.51108954573206
2683.10546875,-56.83780892063336,-80.68714658316553
2685.546875,-54.18593022217581,-80.70371055700177
2687.98828125,-54.97387570975425,-77.25769133638275
2690.4296875,-57.60173356901242,-75.45838076451321
2692.87109375,-59.20660886381127,-77.51524611405229
2695.3125,-59.25014386671369,-80.65130737301601
2697.75390625,-60.0089377931074,-83.8513240818812
2700.1953125,-61.81717693111668,-90.36237189516967
2702.63671875,-63.44900986074376,-91.40801680698713
2705.078125,-69.68018979901072,-83.76164422388891
2707.51953125,-65.08320617492973,-77.31671813973638
2709.9609375,-60.57269638467854,-74.07865768080457
2712.40234375,-59.02762124429508,-71.94409049264942
2714.84375,-57.84755562476008,-72.3264442415101
2717.28515625,-56.61782423350104,-74.69799775225005
2719.7265625,-56.63441075450456,-77.3889687007271
2722.16796875,-58.87255395825213,-79.77917734970316
2724.609375,-62.36805173489935,-81.64211179477752
2727.05078125,-69.91858912440387,-76.51348263099919
2729.4921875,-64.7136695666655,-72.876517799357
2731.93359375,-59.67601965713698,-73.28022626023322
2734.375,-58.24562267790846,-76.43754215965401
2736.81640625,-56.91819899844379,-81.50756727875275
2739.2578125,-55.34271780517143,-82.46891080850959
2741.69921875,-54.44382681270081,-80.23769144549347
2744.140625,-54.43689968283967,-79.2522342048201
2746.58203125,-55.46309635339605,-80.23914364296192
2749.0234375,-58.48096510033706,-83.80352963938662
2751.46484375,-65.35115999789421,-88.00991260531227
2753.90625,-62.60141758645905,-89.1508750852074
2756.34765625,-55.87966561842163,-86.25470811662403
2758.7890625,-55.44517064184863,-82.93402233553718
2761.23046875,-57.45305675880105,-78.82270046131772
2763.671875,-62.48414961203495,-76.5140071076608
2766.11328125,-66.28841890664097,-74.16545425633926
2768.5546875,-60.67896574546754,-73.52561949164054
2770.99609375,-60.90330605491198,-74.39146271659025
2773.4375,-61.44421411904268,-77.32113528566791
2775.87890625,-60.75066688908122,-85.21839100096238
2778.3203125,-63.45486581856404,-92.92282161615697
2780.76171875,-67.66570368295487,-86.5304626333041
2783.203125,-62.91367037396167,-83.57897456849493
2785.64453125,-57.13514604982362,-81.14007310801065
2788.0859375,-54.75951571664831,-79.03062853977045
2790.52734375,-55.78359903031131,-78.38606155045352
2792.96875,-58.81212616887647,-81.19658324607909
2795.41015625,-61.10629203325024,-86.81159316815732
2797.8515625,-59.52031560191508,-91.01104403374117
2800.29296875,-59.46103245715233,-97.35581139868872
2802.734375,-60.95881596348686,-90.63507952993525
2805.17578125,-60.84407813094272,-89.10235202572623
2807.6171875,-61.37614669013446,-87.18152719113839
2810.05859375,-63.48779775977108,-81.32172570196553
2812.5,-70.47197358357067,-79.53638589219193
2814.94140625,-58.41651023337511,-83.38314828063514
2817.3828125,-54.34079413855834,-93.34688264806518
2819.82421875,-55.27886634208237,-88.91245813767001
2822.265625,-55.63497023438433,-80.70878447572159
2824.70703125,-57.20927030899127,-81.83942055786449
2827.1484375,-60.30099359895545,-90.04738637464416
2829.58984375,-58.80687867986214,-87.03478828218616
2832.03125,-57.16199867955217,-85.15215574829261
2834.47265625,-58.69872493266426,-85.0114793402694
2836.9140625,-62.31184908973983,-80.31213604482016
2839.35546875,-60.5955009567267,-75.64001122137638
2841.796875,-59.30437114814253,-73.43573361453629
2844.23828125,-58.69802346228751,-75.14176300057758
2846.6796875,-58.80094365317483,-79.98253965614916
2849.12109375,-58.69577597500758,-85.21884213649132
2851.5625,-60.30070937592259,-83.10945549771772
2854.00390625,-64.07812316807031,-81.29276239258354
2856.4453125,-65.78360501721012,-78.81250007379843
2858.88671875,-70.22579820551745,-79.91581065436017
2861.328125,-71.67325975415552,-82.33859918167479
2863.76953125,-73.7670810264604,-81.19889392004293
2866.2109375,-66.45170102043492,-83.4298471231866
2868.65234375,-60.82951946292483,-87.64726531264014
2871.09375,-58.89975018502281,-92.44501029202389
2873.53515625,-55.87917018258384,-85.84837637836202
2875.9765625,-51.76701721543766,-85.5074882971299
2878.41796875,-49.89189783902584,-82.31461129335418
2880.859375,-49.2887543276361,-80.19922394314992
2883.30078125,-49.38476210611285,-83.11211616344667
2885.7421875,-51.57709394243543,-79.69225849471785
2888.18359375,-56.51149642562127,-76.63288888963079
2890.625,-60.77629837219092,-75.40516561786103
2893.06640625,-58.11683397326679,-76.59839679659385
2895.5078125,-54.07496330106398,-81.32560747434916
2897.94921875,-53.41249647648183,-87.01994972591439
2900.390625,-56.71141616541408,-87.37050408806968
2902.83203125,-60.89777638569831,-86.20203393916364
2905.2734375,-61.75384653354448,-87.07406302983004
2907.71484375,-58.54229663747175,-83.82094969808767
2910.15625,-59.72499064073433,-79.07885337358637
2912.59765625,-68.23402438016758,-77.39463105591167
2915.0390625,-65.39179047183158,-77.59407115272828
2917.48046875,-60.60071746041459,-79.73772796986235
2919.921875,-59.29628416336689,-82.83375875090852
2922.36328125,-59.92537003725981,-87.68925076151993
2924.8046875,-59.15783137340215,-86.8438506773591
2927.24609375,-57.68957634760513,-84.46061583573147
2929.6875,-57.70218354255064,-84.38775487721171
2932.12890625,-58.57454690130342,-85.88383011146506
2934.5703125,-54.07012917633082,-83.89839986505839
2937.01171875,-50.55355308693643,-81.19750818888741
2939.453125,-49.78582428983483,-79.4474542324821
2941.89453125,-49.09641778558159,-77.05277892569717
2944.3359375,-50.61132700029496,-78.06138752168194
2946.77734375,-57.5259189595488,-81.17796915081145
2949.21875,-68.75922304040097,-82.90005814895169
2951.66015625,-69.46505868314138,-95.38908018584046
2954.1015625,-67.83109857315242,-84.96537007198724
2956.54296875,-62.36657629422101,-82.00055585270127
2958.984375,-58.03642560422014,-80.37311926497921
2961.42578125,-54.66250472966478,-81.20769914114503
2963.8671875,-55.27974895243468,-83.49029159858856
2966.30859375,-59.60419497796627,-84.33669433724333
2968.75,-59.66868617583758,-84.8218772560644
2971.19140625,-56.56781264878077,-86.5471686567918
2973.6328125,-55.60689107234022,-81.94191447172578
2976.07421875,-58.87350951838104,-78.43649877943304
2978.515625,-65.81600025593855,-78.67829639678037
2980.95703125,-68.06403367695337,-80.77545005172973
2983.3984375,-63.29461750815515,-85.32367744759101
2985.83984375,-62.3483010661318,-95.85542369271877
2988.28125,-67.78206307850793,-99.1336401499039
2990.72265625,-68.89756046230006,-96.74166402881684
2993.1640625,-58.95704608834507,-83.50197246055387
2995.60546875,-51.48461941731802,-76.81119341176452
2998.046875,-48.82158433968304,-73.87373015188692
3000.48828125,-48.71174601293467,-73.99432437387661
3002.9296875,-49.86404821478621,-76.82216447169544
3005.37109375,-54.00105885370106,-84.93064868766679
3007.8125,-61.89756767388804,-84.46202051305232
3010.25390625,-71.74378267105277,-85.4297075140116
3012.6953125,-69.77449158703875,-81.0587741003142
3015.13671875,-65.76544842150579,-77.72229879930761
3017.578125,-66.60795851930557,-77.5087367559792
3020.01953125,-68.40193182361301,-80.77452833243866
3022.4609375,-72.22195864963616,-86.66305551360131
3024.90234375,-72.2559459767335,-83.51925484824271
3027.34375,-70.12117256334322,-79.86797458049257
3029.78515625,-64.4541456694791,-76.8586793813937
3032.2265625,-59.78512961809918,-76.71194462734805
3034.66796875,-56.60754295855239,-80.77729390890831
3037.109375,-54.71890802344684,-86.95505328659543
3039.55078125,-53.27517059197233,-92.70804247054653
3041.9921875,-53.23485866233191,-95.55162599947921
3044.43359375,-55.61401666231952,-83.55833494621542
3046.875,-59.15831874034814,-81.43928173262037
3049.31640625,-63.68812363218435,-80.44064712930205
3051.7578125,-63.04623217811758,-80.84287022010179
3054.19921875,-56.13628027959832,-86.15139762840951
3056.640625,-52.14543492818735,-85.63832565061709
3059.08203125,-51.28901877547388,-84.12606506859032
3061.5234375,-51.38304522764004,-84.95578598291905
3063.96484375,-53.74233146866053,-86.5107767682066
3066.40625,-60.13027111039176,-87.16821887654052
3068.84765625,-66.63487007365971,-81.65517263693745
3071.2890625,-62.40755355824021,-76.89898139066359
3073.73046875,-60.86705347562796,-75.40742724575158
3076.171875,-58.1720739149484,-76.58890939732048
3078.61328125,-57.33679899933743,-80.56836755969596
3081.0546875,-60.16349977663307,-93.78040795305709
3083.49609375,-66.16816726698852,-91.65317804184053
3085.9375,-81.08682019228192,-91.19696158148034
3088.37890625,-66.80883587895009,-89.78054176891635
3090.8203125,-62.19091864905073,-82.43276194494442
3093.26171875,-61.25259872104457,-80.24525566788205
3095.703125,-59.13401760320602,-80.8941319641425
3098.14453125,-58.48403488458029,-83.69074150420481
3100.5859375,-59.19315726262862,-86.63777121680246
3103.02734375,-61.32660886051064,-85.20854437486007
3105.46875,-68.46356492819227,-83.34725754465821
3107.91015625,-64.60330042393976,-80.01327766804164
3110.3515625,-58.19140031362291,-77.74055026196442
3112.79296875,-55.93059372209042,-76.72446981886566
3115.234375,-53.57687871994642,-76.02996179137783
3117.67578125,-52.16643303654337,-75.14223833444093
3120.1171875,-53.39481923936819,-75.93695855950533
3122.55859375,-55.01036686518478,-76.44124432548094
3125,-56.5869290602017,-74.64735917802749
3127.44140625,-60.69390245407425,-73.23622606943212
3129.8828125,-65.25223019032632,-74.69665896497401
3132.32421875,-66.02257092422909,-80.3027304521282
3134.765625,-62.45856943145611,-83.51654990538775
3137.20703125,-58.82231903285999,-76.94554539872924
3139.6484375,-56.89962087093634,-75.64175803068873
3142.08984375,-56.45335452042188,-77.10542231597339
3144.53125,-56.77927972159128,-78.21628084561949
3146.97265625,-59.3757390475146,-79.69285801210697
3149.4140625,-64.5337936070641,-79.80452606236598
3151.85546875,-68.41719161482266,-79.53274230663371
3154.296875,-72.46317235241132,-79.60173208473964
3156.73828125,-67.95512255875907,-80.93835171472131
3159.1796875,-63.40963718307464,-83.07465921327653
3161.62109375,-62.71004907972576,-80.23754033879833
3164.0625,-60.42229801082445,-76.66036061768496
3166.50390625,-59.83877907407665,-75.40825645329674
3168.9453125,-63.28455972210514,-75.28499230616799
3171.38671875,-65.81246258139301,-76.02981553781271
3173.828125,-65.33069385065153,-77.39152737109718
3176.26953125,-63.66026801357191,-79.17507197274035
3178.7109375,-61.38261389531108,-81.47179860210046
3181.15234375,-61.31110335393525,-83.5811963941198
3183.59375,-62.0279262102185,-86.5207302382411
3186.03515625,-61.01540596531228,-95.74653242188747
3188.4765625,-60.40736017271765,-88.7871003112619
3190.91796875,-62.53123297373225,-80.75926543191798
3193.359375,-65.34294407892889,-77.20621908923859
3195.80078125,-72.02356578631954,-74.49030277228269
3198.2421875,-66.04943454061132,-72.71670572056094
3200.68359375,-61.71617249236397,-73.30891116376263
3203.125,-62.854746851786,-74.96791274406331
3205.56640625,-69.46393042871715,-77.24182352964169
3208.0078125,-73.15567842480124,-80.55140887158927
3210.44921875,-63.52744031381941,-81.6227281795943
3212.890625,-61.14094939101822,-80.47376376893773
3215.33203125,-60.70291493401201,-79.17842263240451
3217.7734375,-62.7953491411316,-80.31183099894764
3220.21484375,-66.02179068087169,-84.7704143877026
3222.65625,-68.01585952887926,-87.33538347116783
3225.09765625,-62.53198511413933,-82.67284256564858
3227.5390625,-59.30989310736349,-84.56532531646843
3229.98046875,-60.95775014666419,-90.26741527974411
3232.421875,-60.83557633715181,-87.7403212117521
3234.86328125,-57.86770983948458,-82.91289775433911
3237.3046875,-56.93062257609803,-82.01127939577486
3239.74609375,-57.0981355385166,-79.77559305015507
3242.1875,-56.23811094072202,-81.04022630832534
3244.62890625,-56.6464652198034,-85.26033216696126
3247.0703125,-58.61493286569217,-82.40974967541867
3249.51171875,-57.33111321741251,-80.51514637656703
3251.953125,-56.93326105737731,-82.05948826309822
3254.39453125,-60.41133450333042,-83.50920237781685
3256.8359375,-61.59338851296599,-86.76266454989671
3259.27734375,-59.95287049977894,-80.8773935802695
3261.71875,-59.52115514645882,-75.85370196669504
3264.16015625,-60.61550260696518,-74.12936309874537
3266.6015625,-65.43606408746817,-73.41779732092286
3269.04296875,-69.34681814315842,-74.30824197688588
3271.484375,-61.46827846663253,-76.23944717246981
3273.92578125,-56.59262106767589,-77.07279459239244
3276.3671875,-56.51979890657202,-77.51520051338902
3278.80859375,-58.76490161924542,-76.9568021768703
3281.25,-62.8410945920978,-76.22392875450672
3283.69140625,-69.73049296281917,-77.25915266328172
3286.1328125,-69.64350139280634,-78.22492597613878
3288.57421875,-80.61810508289972,-80.57774459874972
3291.015625,-73.47866341616626,-85.05911335114213
3293.45703125,-69.45681283331947,-85.27622690691092
3295.8984375,-62.36341977574117,-84.13293146617313
3298.33984375,-57.22729972495594,-84.74234184143279
3300.78125,-54.82991144893815,-88.39242141606636
3303.22265625,-53.62037372571734,-89.0065100926908
3305.6640625,-55.01779162472567,-86.34002715858219
3308.10546875,-57.88651701212336,-82.12462933415162
3310.546875,-57.24540589690331,-79.07137454772632
3312.98828125,-56.0463341655779,-80.11976181420196
3315.4296875,-57.03907880978119,-80.90159943231623
3317.87109375,-59.32508787300656,-78.97029699266636
3320.3125,-64.76147372335785,-77.68822352463864
3322.75390625,-75.30015385267161,-77.64924211509087
3325.1953125,-83.85056005752766,-80.24456481656834
3327.63671875,-74.53055072357428,-84.44515822210961
3330.078125,-70.05633258587403,-89.47660316330351
3332.51953125,-59.25455883523367,-95.86586018591049
3334.9609375,-53.72141648647556,-87.83428711575483
3337.40234375,-51.68649375855375,-78.99658644361631
3339.84375,-52.58936946847751,-76.37754008975526
3342.28515625,-54.75847995688237,-77.09457220064671
3344.7265625,-58.64248082968657,-78.08113287218237
3347.16796875,-71.95800840663415,-81.50244515989166
3349.609375,-68.21238703841674,-90.33820274910727
3352.05078125,-60.93116908249822,-86.449991312953
3354.4921875,-56.68216292244638,-83.98986136716191
3356.93359375,-55.90709791673873,-81.27165440309768
3359.375,-57.8109759861409,-78.65537828191769
3361.81640625,-59.0768214700192,-78.94984587622068
3364.2578125,-63.81925616113342,-80.6386681661667
3366.69921875,-67.89807460168058,-82.0318328073744
3369.140625,-69.79034584637427,-85.7965656954815
3371.58203125,-73.18246040624859,-91.97480562241439
3374.0234375,-79.73510085732048,-91.17448595767792
3376.46484375,-65.15426419091563,-86.92725622065984
3378.90625,-60.9685582779401,-89.28643788380627
3381.34765625,-59.01039158668031,-89.78022758371466
3383.7890625,-59.06826856217741,-82.22301228420767
3386.23046875,-59.87601355499675,-78.27878384773086
3388.671875,-62.32379063371806,-75.38469661747781
3391.11328125,-64.39146675161646,-75.18398402221571
3393.5546875,-64.00881345443598,-76.87497797342643
3395.99609375,-59.28125474950616,-78.51724372453236
3398.4375,-56.47780467542336,-79.81208430109824
3400.87890625,-54.70259536870361,-79.32000346871928
3403.3203125,-54.43973753090898,-76.34750676688182
3405.76171875,-57.22892504693063,-74.71978266274991
3408.203125,-63.44914641508853,-73.85101514375057
3410.64453125,-70.64186953755029,-73.59072908247217
3413.0859375,-62.52280564603072,-74.08415615073126
3415.52734375,-56.57914021221509,-74.41368324651344
3417.96875,-55.32187045211374,-74.27654938200757
3420.41015625,-56.55884042752882,-73.66455611204326
3422.8515625,-57.41164880978335,-73.05725874981722
3425.29296875,-57.38869630360806,-71.97913917359674
3427.734375,-56.89915676323417,-72.03636430199558
3430.17578125,-56.83213489347879,-74.76894517766857
3432.6171875,-55.94541990742653,-80.77228399906889
3435.05859375,-54.69228467885277,-86.1280983639238
3437.5,-56.12134588361865,-87.32768196439923
3439.94140625,-58.75334139043696,-92.12956265714944
3442.3828125,-62.23440073849872,-86.85745276238612
3444.82421875,-66.07391795353897,-86.23447638029403
3447.265625,-60.03468901855138,-91.58469696323482
3449.70703125,-59.49670372568865,-97.28455597996953
3452.1484375,-63.19037876621763,-97.36247630451362
3454.58984375,-71.08044999687672,-85.90634937434812
3457.03125,-57.86491770317927,-79.44782673565722
3459.47265625,-55.53089442915758,-77.62403631250797
3461.9140625,-55.70373587467926,-78.43183313576927
3464.35546875,-58.59789106021985,-77.10845010897924
3466.796875,-62.58269091700218,-77.67434669905793
3469.23828125,-57.03076354454382,-82.18684904739962
3471.6796875,-55.10238873814786,-81.80660397012073
3474.12109375,-53.66433801518129,-79.52618229104898
3476.5625,-53.08988824499388,-77.47272492389209
3479.00390625,-55.72480098593755,-77.5653400561314
3481.4453125,-61.06911228754289,-82.65916003913553
3483.88671875,-75.45616384755628,-95.35270813164334
3486.328125,-63.88901764388905,-88.83246102370711
3488.76953125,-59.78614559631475,-83.09911826499803
3491.2109375,-59.36935968397243,-80.9476722100637
3493.65234375,-58.51024615311813,-79.35499007360895
3496.09375,-58.21858571116277,-82.19788774422881
3498.53515625,-61.64101878431784,-86.14456636682092
3500.9765625,-66.95556908100826,-80.56664631665237
3503.41796875,-59.06156800082343,-75.7644736125246
3505.859375,-56.1017173254895,-74.48431828123938
3508.30078125,-56.77982505348722,-75.09972352828343
3510.7421875,-57.80980197578585,-76.3850485700938
3513.18359375,-59.49186006744743,-79.71859826090872
3515.625,-59.55171789705826,-81.7531021716913
3518.06640625,-60.76075011683919,-80.19986018039928
3520.5078125,-62.42229142314972,-79.1019544060282
3522.94921875,-62.66249763469889,-78.20365422062173
3525.390625,-61.33581707739054,-80.47569500678414
3527.83203125,-58.93200383175859,-83.10807092127234
3530.2734375,-58.51008776597982,-81.31372651811533
3532.71484375,-57.58365114420786,-81.42452293675566
3535.15625,-54.71877235971711,-80.48054589085532
3537.59765625,-53.02373631522637,-79.39786807786771
3540.0390625,-53.49947661909738,-82.53778256027097
3542.48046875,-54.86526082121561,-85.40434425844603
3544.921875,-58.23471748307217,-83.00771965513276
3547.36328125,-61.64861258934432,-79.84170891528223
3549.8046875,-59.57552488702959,-78.61425977623482
3552.24609375,-58.58580632735623,-81.25562401889916
3554.6875,-61.32720080912666,-85.31088564296213
3557.12890625,-71.65642878774132,-86.01062976412864
3559.5703125,-60.19125955917676,-85.23444097813061
3562.01171875,-56.65816135940632,-86.65427997577645
3564.453125,-56.96035574969436,-84.27781988091125
3566.89453125,-58.657794489297,-82.90860005672474
3569.3359375,-57.52244473125437,-84.21296875998752
3571.77734375,-56.93044716123455,-84.50968943723748
3574.21875,-55.92643369480675,-85.57317087894546
3576.66015625,-54.87165506978802,-81.51811069190936
3579.1015625,-56.07648219613667,-81.5137319845378
3581.54296875,-57.01244196736319,-85.03367676780377
3583.984375,-57.66900853860092,-86.18566476627041
3586.42578125,-60.87698311289296,-92.16054005634318
3588.8671875,-61.94346932757415,-93.3339562829439
3591.30859375,-60.17526238830812,-88.85959022420886
3593.75,-63.39121182254207,-85.57790729317377
3596.19140625,-69.19448099490215,-83.12044804803452
3598.6328125,-66.67124980798312,-82.97369447570748
3601.07421875,-63.45156499291171,-88.06484260549698
3603.515625,-62.20411450064857,-93.6049728247596
3605.95703125,-63.36558578783002,-85.57212933824273
3608.3984375,-62.52052243177022,-82.07496268230601
3610.83984375,-65.10356500896351,-81.39071648851188
3613.28125,-77.23196563172705,-83.62153133186737
3615.72265625,-63.33547580808617,-88.57147239199281
3618.1640625,-59.32627318860607,-84.46982279461288
3620.60546875,-57.47276101960617,-80.5269289135889
3623.046875,-57.31254656291565,-78.22440401390899
3625.48828125,-60.36920488524392,-76.28418170828834
3627.9296875,-64.02715840702537,-77.15799629903296
